"ID","GENUS","SPECIES","SEROTYPE","ISOLATE_ID","RECEIVED_DATE","STATE","Month","Year","MEAT_TYPE","CUTS","ACQUISITION_DATE","RAISING_CLAIM","COUNTRY_OF_ORIGIN","AGENCY","SOURCE","HOST_SPECIES","SOURCE_SPECIES_INFO","AMC_Sign","AMC","AMI_Sign","AMI","AMP_Sign","AMP","APR_Sign","APR","ATM_Sign","ATM","AXO_Sign","AXO","AZI_Sign","AZI","CAZ_Sign","CAZ","CEP_Sign","CEP","CHL_Sign","CHL","CIP_Sign","CIP","CLI_Sign","CLI","COT_Sign","COT","CTX_Sign","CTX","DAP_Sign","DAP","DOX_Sign","DOX","ERY_Sign","ERY","FEP_Sign","FEP","FFN_Sign","FFN","FIS_Sign","FIS","FOX_Sign","FOX","GEN_Sign","GEN","IMI_Sign","IMI","KAN_Sign","KAN","LIN_Sign","LIN","LZD_Sign","LZD","MER_Sign","MER","NAL_Sign","NAL","NIT_Sign","NIT","PEN_Sign","PEN","PTZ_Sign","PTZ","QDA_Sign","QDA","SMX_Sign","SMX","STR_Sign","Str","TEL_Sign","TEL","TET_Sign","TET","TGC_Sign","TGC","TIO_Sign","TIO","TYL_Sign","TYL","VAN_Sign","VAN","GENOTYPE","SRA_ACCESSION_NUMBER","BIOSAMPLE_ID","Aminoglycoside_Resist_Genes","Beta_lactam_Resist_Genes","Glycopeptide_Resist_Genes","Macrolide_Resist_Genes","QAC_Resist_Genes","Quinolone_Resist_Genes","Sulfonamide_Resist_Genes","Tetracycline_Resist_Genes","Trimethoprim_Resist_Genes","Phenicol_Resist_Genes","Other_Classes_Resist_Genes","CORRECTED_GENOTYPE"
210375149,"EC","coli","",210377531,"",NA,4,2018,NA,NA,"4/9/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7140580","","","","","",NA,"","","","","",""," NA"
210375150,"EC","coli","",210377532,"",NA,4,2018,NA,NA,"4/9/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7140582","","","","","",NA,"","","","","",""," NA"
210375151,"EC","coli","",210377533,"",NA,4,2018,NA,NA,"4/9/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"=",0.25,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",8,"=",2,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"sul2 tet(B)","SRR7140584","","","","","",NA,"","sul2","tet(B)","","",""," NA sul2 tet(B)"
210375152,"EC","coli","",210377534,"",NA,4,2018,NA,NA,"4/9/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",32,NA,NA,">",32,NA,NA,"",NA,"=",8,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"=",0.25,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",32,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,">",64,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"aph(3`)-Ia blaCMY-2 blaTEM-1B catA1 strA strB sul2 tet(A)","SRR7140620","","aph(3')-Ia strA strB","blaCMY-2 blaTEM-1B","","",NA,"","sul2","tet(A)","","catA1","aph(3`)-Ia","aph(3')-Ia strA strB blaCMY-2 blaTEM-1B  NA sul2 tet(A) catA1 aph(3`)-Ia"
210375156,"EC","coli","",210377537,"",NA,4,2018,NA,NA,"4/3/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",8,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7140569","","","","","",NA,"","","","","",""," NA"
210375159,"EC","coli","",210377539,"",NA,4,2018,NA,NA,"4/9/2018",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7140581","","","","","",NA,"","","","","",""," NA"
210375161,"EC","coli","",210377541,"",NA,4,2018,NA,NA,"4/5/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Beef Cow","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",16,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7140597","","","","","",NA,"","","","","",""," NA"
210375162,"EC","coli","",210377542,"",NA,4,2018,NA,NA,"4/6/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Beef Cow","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7140588","","","","","",NA,"","","","","",""," NA"
210375163,"EC","coli","",210377543,"",NA,4,2018,NA,NA,"4/5/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"=",0.25,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",8,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",64,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"strA strB sul2 tet(B)","SRR7140591","","strA strB","","","",NA,"","sul2","tet(B)","","","","strA strB  NA sul2 tet(B)"
210375179,"EC","coli","",210377557,"",NA,4,2018,NA,NA,"4/9/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",4,NA,NA,">",32,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,">",32,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",32,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"blaTEM-1A floR strA strB sul2 tet(A)","SRR7154579","","strA strB","blaTEM-1A","","",NA,"","sul2","tet(A)","","floR","","strA strB blaTEM-1A  NA sul2 tet(A) floR"
210375182,"EC","coli","",210377560,"",NA,4,2018,NA,NA,"4/9/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",8,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,NA,NA,">",32,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",8,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,">",64,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"floR strA strB sul2 tet(A) tet(B) tet(C)","SRR7140598","","strA strB","","","",NA,"","sul2","tet(A) tet(B) tet(C)","","floR","","strA strB  NA sul2 tet(A) tet(B) tet(C) floR"
210375511,"EC","coli","",210377570,"",NA,4,2018,NA,NA,"4/10/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",2,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",1,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",64,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"strA strB sul2 tet(B)","SRR7140554","","strA strB","","","",NA,"","sul2","tet(B)","","","","strA strB  NA sul2 tet(B)"
210375518,"EC","coli","",210377577,"",NA,4,2018,NA,NA,"4/10/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",8,NA,NA,">",32,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,">",32,"<=",0.015,"",NA,"=",0.25,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",8,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",64,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"blaTEM-1A floR strA strB sul2 tet(A)","SRR7140589","","strA strB","blaTEM-1A","","",NA,"","sul2","tet(A)","","floR","","strA strB blaTEM-1A  NA sul2 tet(A) floR"
210375521,"EC","coli","",210377580,"",NA,4,2018,NA,NA,"4/10/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",16,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"tet(B)","SRR7140611","","","","","",NA,"","","tet(B)","","",""," NA tet(B)"
210376797,"EC","coli","",210378835,"",NA,4,2018,NA,NA,"4/16/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",16,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"<=",0.25,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,NA,NA,"<=",2,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7154580","","","","","",NA,"","","","","",""," NA"
210376798,"EC","coli","",210378836,"",NA,4,2018,NA,NA,"4/16/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Beef Cow","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7154583","","","","","",NA,"","","","","",""," NA"
210376801,"EC","coli","",210378837,"",NA,4,2018,NA,NA,"4/16/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"tet(A)","SRR7154585","","","","","",NA,"","","tet(A)","","",""," NA tet(A)"
210376802,"EC","coli","",210378838,"",NA,4,2018,NA,NA,"4/16/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7154581","","","","","",NA,"","","","","",""," NA"
210376803,"EC","coli","",210378839,"",NA,4,2018,NA,NA,"4/16/2018",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",8,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7154651","","","","","",NA,"","","","","",""," NA"
210376807,"EC","coli","",210378843,"",NA,4,2018,NA,NA,"4/16/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",8,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",1,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",64,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"strA strB sul2 tet(B)","SRR7154586","","strA strB","","","",NA,"","sul2","tet(B)","","","","strA strB  NA sul2 tet(B)"
210376808,"EC","coli","",210378844,"",NA,4,2018,NA,NA,"4/16/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7154615","","","","","",NA,"","","","","",""," NA"
210376809,"EC","coli","",210378845,"",NA,4,2018,NA,NA,"4/16/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","<=",1,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,">",32,"<=",0.015,"",NA,"=",0.25,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",4,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"floR sul2 tet(B)","SRR7154668","","","","","",NA,"","sul2","tet(B)","","floR",""," NA sul2 tet(B) floR"
210376812,"EC","coli","",210378848,"",NA,4,2018,NA,NA,"4/16/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",2,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",16,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"tet(A)","SRR7154582","","","","","",NA,"","","tet(A)","","",""," NA tet(A)"
210376820,"EC","coli","",210378855,"",NA,4,2018,NA,NA,"4/13/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",32,NA,NA,">",32,NA,NA,"",NA,"=",0.5,"=",4,"",NA,NA,NA,">",32,"=",0.25,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",16,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,">",32,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",16,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"aph(3`)-IIa floR GyrA(S83L) tet(A)","SRR7154667","","aph(3')-IIa","","","",NA,"","","tet(A)","","floR","aph(3`)-IIa GyrA(S83L)","aph(3')-IIa  NA tet(A) floR aph(3`)-IIa GyrA(S83L)"
210376823,"EC","coli","",210378857,"",NA,4,2018,NA,NA,"4/16/2018",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"=",0.25,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",32,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"strA strB sul2 tet(B)","SRR7154648","","strA strB","","","",NA,"","sul2","tet(B)","","","","strA strB  NA sul2 tet(B)"
210376828,"EC","coli","",210378862,"",NA,4,2018,NA,NA,"4/16/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Beef Cow","=",8,NA,NA,">",32,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,NA,NA,">",32,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",8,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",32,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"blaTEM-1A floR strA strB sul2 tet(A)","SRR7192738","","strA strB","blaTEM-1A","","",NA,"","sul2","tet(A)","","floR","","strA strB blaTEM-1A  NA sul2 tet(A) floR"
210378432,"EC","coli","",210380458,"",NA,4,2018,NA,NA,"4/23/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Steer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,">",32,"<=",0.015,"",NA,">",4,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,">",64,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"aadA2 dfrA12 floR strA strB sul1 sul2 tet(A)","SRR7468997","","aadA2 strA strB","","","",NA,"","sul1 sul2","tet(A)","dfrA12","floR","","aadA2 strA strB  NA sul1 sul2 tet(A) dfrA12 floR"
210378772,"EC","coli","",210380486,"",NA,4,2018,NA,NA,"4/23/2018",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7406081","","","","","",NA,"","","","","",""," NA"
210378773,"EC","coli","",210380487,"",NA,4,2018,NA,NA,"4/24/2018",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7192403","","","","","",NA,"","","","","",""," NA"
210378777,"EC","coli","",210380491,"",NA,4,2018,NA,NA,"4/23/2018",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7192407","","","","","",NA,"","","","","",""," NA"
210378778,"EC","coli","",210380492,"",NA,4,2018,NA,NA,"4/24/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7192399","","","","","",NA,"","","","","",""," NA"
210378780,"EC","coli","",210380494,"",NA,4,2018,NA,NA,"4/23/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Beef Cow","=",2,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"=",0.25,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",64,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"strA strB sul2 tet(B)","SRR7221514","","strA strB","","","",NA,"","sul2","tet(B)","","","","strA strB  NA sul2 tet(B)"
210378782,"EC","coli","",210380496,"",NA,4,2018,NA,NA,"4/24/2018",NA,NA,"USDA-FSIS","Cecal (Beef)","Cattle","Animal-Cattle-Heifer","=",2,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",8,"",NA,"=",8,"",NA,"",NA,"",NA,"",NA,"tet(C)","SRR7221509","","","","","",NA,"","","tet(C)","","",""," NA tet(C)"
210378784,"EC","coli","",210380497,"",NA,4,2018,NA,NA,"4/24/2018",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR7257306","","","","","",NA,"","","","","",""," NA"
210378792,"EC","coli","",210380505,"",NA,4,2018,NA,NA,"4/24/2018",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",8,NA,NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",4,"<=",0.015,"",NA,"=",0.25,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",8,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",64,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"strA strB sul2 tet(B)","SRR7221510","","strA strB","","","",NA,"","sul2","tet(B)","","","","strA strB  NA sul2 tet(B)"
210378793,"EC","coli","",210380506,"",NA,4,2018,NA,NA,"4/24/2018",NA,NA,"USDA-FSIS","Cecal (Dairy)","Cattle","Animal-Cattle-Dairy Cow","=",4,NA,NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,NA,NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,NA,NA,"=",32,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"strA strB sul2 tet(B)","SRR7221521","","strA strB","","","",NA,"","sul2","tet(B)","","","","strA strB  NA sul2 tet(B)"
