"Data_Source","Year","rule_combination","class_combination","plasmid_combination","support","confidence","lift","num_contigs","mismatch_distance"
"Cecal",2017,"{aph(6)-Id,blaTEM-1,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,TETRACYCLINE}","blaTEM-1|aph(6)-Id|aph(3'')-Ib|tet(A)",0.183908045977011,0.888888888888889,1.88617886178862,1,0.25
"Cecal",2020,"{aph(6)-Id,blaTEM-1}","{AMINOGLYCOSIDE,BETA-LACTAM}","aph(6)-Id|aph(3'')-Ib|blaTEM-1",0.223404255319149,0.688524590163934,1.45441149382943,2,0.333333333333333
"Cecal",2017,"{aph(6)-Id,floR,glpT_E448K,sul2,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.28735632183908,0.833333333333333,2.78846153846154,52,0.333333333333333
"Cecal",2017,"{aph(6)-Id,floR,glpT_E448K,sul2}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.28735632183908,0.403225806451613,1.34925558312655,52,0.5
"Cecal",2017,"{aph(6)-Id,floR,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL,TETRACYCLINE}","aph(6)-Id|tet(A)|floR",0.28735632183908,0.833333333333333,2.78846153846154,3,0.25
"Cecal",2017,"{aph(6)-Id,floR,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL}","aph(6)-Id|tet(A)|floR",0.28735632183908,0.390625,1.30709134615385,3,0.5
"Cecal",2017,"{aph(6)-Id,floR,sul2,tet(A)}","{AMINOGLYCOSIDE,PHENICOL,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.28735632183908,0.806451612903226,2.6985111662531,52,0.2
"Cecal",2017,"{aph(6)-Id,floR,sul2}","{AMINOGLYCOSIDE,PHENICOL,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.28735632183908,1,1.31818181818182,52,0.4
"Cecal",2017,"{aph(6)-Id,floR,tet(A)}","{AMINOGLYCOSIDE,PHENICOL,TETRACYCLINE}","aph(6)-Id|tet(A)|floR",0.28735632183908,0.78125,2.61418269230769,3,0
"Cecal",2017,"{aph(6)-Id,floR}","{AMINOGLYCOSIDE,PHENICOL}","aph(6)-Id|tet(A)|floR",0.28735632183908,0.961538461538462,1.2123745819398,3,0.333333333333333
"Cecal",2017,"{aph(6)-Id,glpT_E448K,sul2,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.344827586206897,1,1.31818181818182,87,0.4
"Cecal",2017,"{aph(6)-Id,glpT_E448K,sul2,tet(B)}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","sul2|aph(6)-Id|aph(3'')-Ib|tet(B)",0.402298850574713,1,1.26086956521739,1,0.4
"Cecal",2017,"{aph(6)-Id,glpT_E448K,sul2}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id",0.71264367816092,0.96875,1.27698863636364,123,0.5
"Cecal",2017,"{aph(6)-Id,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,TETRACYCLINE}","aph(6)-Id|tet(A)",0.344827586206897,0.9375,0.994664634146341,10,0.333333333333333
"Cecal",2017,"{aph(6)-Id,glpT_E448K,tet(B)}","{AMINOGLYCOSIDE,FOSFOMYCIN,TETRACYCLINE}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib|tet(B)",0.425287356321839,0.578125,1.19754464285714,1,0.6
"Cecal",2017,"{aph(6)-Id,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN}","aph(6)-Id",0.735632183908046,0.927536231884058,0.984093319194062,5,0.5
"Cecal",2020,"{aph(6)-Id,sul1}","{AMINOGLYCOSIDE,SULFONAMIDE}","sul1",0.154255319148936,0.828571428571429,1.75024077046549,29,0.5
"Cecal",2017,"{aph(6)-Id,sul2,tet(A)}","{AMINOGLYCOSIDE,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.35632183908046,0.96875,1.27698863636364,87,0.25
"Cecal",2017,"{aph(6)-Id,sul2,tet(B)}","{AMINOGLYCOSIDE,SULFONAMIDE,TETRACYCLINE}","sul2|aph(6)-Id|aph(3'')-Ib|tet(B)",0.413793103448276,1,1.26086956521739,1,0.25
"Cecal",2017,"{aph(6)-Id,sul2}","{AMINOGLYCOSIDE,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id",0.747126436781609,0.984848484848485,1.24176548089592,123,0.333333333333333
"Cecal",2017,"{aph(6)-Id,tet(A)}","{AMINOGLYCOSIDE,TETRACYCLINE}","aph(6)-Id|tet(A)",0.367816091954023,0.780487804878049,0.984093319194062,10,0
"Cecal",2017,"{aph(6)-Id,tet(B)}","{AMINOGLYCOSIDE,TETRACYCLINE}","tet(B)",0.448275862068966,0.928571428571429,1.17080745341615,504,0.5
"Cecal",2017,"{blaTEM-1,floR,glpT_E448K,sul2,tet(A)}","{BETA-LACTAM,FOSFOMYCIN,PHENICOL,SULFONAMIDE,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.823529411764706,2.75565610859729,46,0.428571428571429
"Cecal",2017,"{blaTEM-1,floR,glpT_E448K,sul2}","{BETA-LACTAM,FOSFOMYCIN,PHENICOL,SULFONAMIDE}","blaTEM-1|sul2",0.160919540229885,0.823529411764706,2.75565610859729,10,0.5
"Cecal",2017,"{blaTEM-1,floR,glpT_E448K,tet(A)}","{BETA-LACTAM,FOSFOMYCIN,PHENICOL,TETRACYCLINE}","tet(A)|floR",0.160919540229885,1,2.1219512195122,24,0.5
"Cecal",2017,"{blaTEM-1,floR,glpT_E448K}","{BETA-LACTAM,FOSFOMYCIN,PHENICOL}","floR",0.160919540229885,0.518518518518518,1.73504273504273,263,0.666666666666667
"Cecal",2017,"{blaTEM-1,floR,sul2,tet(A)}","{BETA-LACTAM,PHENICOL,SULFONAMIDE,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.160919540229885,0.823529411764706,2.75565610859729,46,0.333333333333333
"Cecal",2017,"{blaTEM-1,floR,sul2}","{BETA-LACTAM,PHENICOL,SULFONAMIDE}","blaTEM-1|sul2",0.160919540229885,0.777777777777778,2.6025641025641,10,0.333333333333333
"Cecal",2017,"{blaTEM-1,floR,tet(A)}","{BETA-LACTAM,PHENICOL,TETRACYCLINE}","tet(A)|floR",0.160919540229885,1,2.1219512195122,24,0.333333333333333
"Cecal",2017,"{blaTEM-1,floR}","{BETA-LACTAM,PHENICOL}","floR",0.160919540229885,0.538461538461538,1.67307692307692,263,0.5
"Cecal",2017,"{blaTEM-1,glpT_E448K,sul2,tet(A)}","{BETA-LACTAM,FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.195402298850575,1,2.1219512195122,56,0.5
"Cecal",2020,"{blaTEM-1,glpT_E448K,sul2}","{BETA-LACTAM,FOSFOMYCIN,SULFONAMIDE}","blaTEM-1|sul2",0.202127659574468,0.550724637681159,1.69731527678784,10,0.333333333333333
"Cecal",2017,"{blaTEM-1,glpT_E448K,tet(A)}","{BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE}","tet(A)|blaTEM-1",0.264367816091954,0.58974358974359,1.83241758241758,8,0.333333333333333
"Cecal",2017,"{blaTEM-1,glpT_E448K}","{BETA-LACTAM,FOSFOMYCIN}","blaTEM-1",0.310344827586207,0.964285714285714,1.02308362369338,235,0.5
"Cecal",2017,"{blaTEM-1,sul2,tet(A)}","{BETA-LACTAM,SULFONAMIDE,TETRACYCLINE}","blaTEM-1|sul2",0.195402298850575,0.944444444444444,2.00406504065041,10,0.333333333333333
"Cecal",2020,"{blaTEM-1,sul2}","{BETA-LACTAM,SULFONAMIDE}","blaTEM-1|sul2",0.228723404255319,0.704918032786885,1.61615353858457,10,0
"Cecal",2017,"{blaTEM-1,tet(A)}","{BETA-LACTAM,TETRACYCLINE}","tet(A)|blaTEM-1",0.264367816091954,0.821428571428571,1.74303135888502,8,0
"Cecal",2017,"{floR,glpT_E448K,sul2,tet(A)}","{FOSFOMYCIN,PHENICOL,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.28735632183908,0.806451612903226,2.6985111662531,52,0.5
"Cecal",2017,"{floR,glpT_E448K,sul2}","{FOSFOMYCIN,PHENICOL,SULFONAMIDE}","floR",0.28735632183908,0.396825396825397,1.32783882783883,263,0.666666666666667
"Cecal",2017,"{floR,glpT_E448K,tet(A)}","{FOSFOMYCIN,PHENICOL,TETRACYCLINE}","tet(A)|floR",0.298850574712644,0.666666666666667,2.23076923076923,24,0.333333333333333
"Cecal",2017,"{floR,glpT_E448K}","{FOSFOMYCIN,PHENICOL}","floR",0.298850574712644,1,1.0609756097561,263,0.5
"Cecal",2017,"{floR,sul2,tet(A)}","{PHENICOL,SULFONAMIDE,TETRACYCLINE}","tet(A)|floR",0.28735632183908,0.78125,2.61418269230769,24,0.333333333333333
"Cecal",2017,"{floR,sul2}","{PHENICOL,SULFONAMIDE}","floR",0.28735632183908,0.961538461538462,1.26748251748252,263,0.5
"Cecal",2017,"{floR,tet(A)}","{PHENICOL,TETRACYCLINE}","tet(A)|floR",0.298850574712644,1,2.1219512195122,24,0
"Cecal",2020,"{glpT_E448K,sul1}","{FOSFOMYCIN,SULFONAMIDE}","sul1",0.154255319148936,0.828571428571429,0.932763045337896,29,0.5
"Cecal",2017,"{glpT_E448K,sul2,tet(A)}","{FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","sul2|tet(A)",0.35632183908046,0.794871794871795,1.04778554778555,2,0.333333333333333
"Cecal",2017,"{glpT_E448K,sul2,tet(B)}","{FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","sul2|aph(6)-Id|aph(3'')-Ib|tet(B)",0.402298850574713,0.875,1.15340909090909,1,0.6
"Cecal",2017,"{glpT_E448K,sul2}","{FOSFOMYCIN,SULFONAMIDE}","sul2",0.724137931034483,0.954545454545455,1.01274944567627,100,0.5
"Cecal",2017,"{glpT_E448K,tet(A)}","{FOSFOMYCIN,TETRACYCLINE}","tet(A)",0.448275862068966,0.951219512195122,1.00922070196312,405,0.5
"Cecal",2017,"{glpT_E448K,tet(B)}","{FOSFOMYCIN,TETRACYCLINE}","tet(B)",0.459770114942529,0.952380952380952,1.01045296167247,504,0.5
"Cecal",2017,"{sul2,tet(A)}","{SULFONAMIDE,TETRACYCLINE}","sul2|tet(A)",0.367816091954023,0.780487804878049,1.02882483370288,2,0
"Cecal",2017,"{sul2,tet(B)}","{SULFONAMIDE,TETRACYCLINE}","tet(B)",0.413793103448276,0.857142857142857,1.12987012987013,504,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaTEM-1,dfrA36}","{AMINOGLYCOSIDE,BETA-LACTAM,TRIMETHOPRIM}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.4
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaTEM-1,floR}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.4
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaTEM-1,glpT_E448K}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.4
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaTEM-1,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,SULFONAMIDE}","aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.333333333333333,1,3,3,0.2
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaTEM-1,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,TETRACYCLINE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.333333333333333,1,3,9,0.333333333333333
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaTEM-1}","{AMINOGLYCOSIDE,BETA-LACTAM}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.25
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,dfrA36,floR}","{AMINOGLYCOSIDE,PHENICOL,TRIMETHOPRIM}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.4
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,dfrA36,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN,TRIMETHOPRIM}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.4
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,dfrA36,sul2}","{AMINOGLYCOSIDE,SULFONAMIDE,TRIMETHOPRIM}","sul2|aph(3'')-Ib|aph(6)-Id",0.333333333333333,1,3,51,0.4
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,dfrA36,tet(A)}","{AMINOGLYCOSIDE,TETRACYCLINE,TRIMETHOPRIM}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.4
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,dfrA36}","{AMINOGLYCOSIDE,TRIMETHOPRIM}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.25
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,floR,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.4
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,floR,sul2}","{AMINOGLYCOSIDE,PHENICOL,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.333333333333333,1,3,17,0.333333333333333
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,floR,tet(A)}","{AMINOGLYCOSIDE,PHENICOL,TETRACYCLINE}","aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.333333333333333,1,3,2,0.2
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,floR}","{AMINOGLYCOSIDE,PHENICOL}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.25
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,glpT_E448K,sul2}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id",0.333333333333333,1,3,51,0.4
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,TETRACYCLINE}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.4
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.25
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,sul2,tet(A)}","{AMINOGLYCOSIDE,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.333333333333333,1,3,21,0.2
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,sul2}","{AMINOGLYCOSIDE,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id",0.333333333333333,1,3,51,0.25
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,tet(A)}","{AMINOGLYCOSIDE,TETRACYCLINE}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.25
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,aph(6)-Id}","{AMINOGLYCOSIDE}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,dfrA36,floR}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL,TRIMETHOPRIM}","aph(3')-Ia|blaTEM-1",0.333333333333333,1,3,1,0.6
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,dfrA36,glpT_E448K}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,TRIMETHOPRIM}","aph(3')-Ia|blaTEM-1",0.333333333333333,1,3,1,0.6
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,dfrA36,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,SULFONAMIDE,TRIMETHOPRIM}","aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.333333333333333,1,3,3,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,dfrA36,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,TETRACYCLINE,TRIMETHOPRIM}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.333333333333333,1,3,9,0.571428571428571
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,dfrA36}","{AMINOGLYCOSIDE,BETA-LACTAM,TRIMETHOPRIM}","aph(3')-Ia|blaTEM-1",0.333333333333333,1,3,1,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,floR,glpT_E448K}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,PHENICOL}","aph(3')-Ia|blaTEM-1",0.333333333333333,1,3,1,0.6
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,floR,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL,SULFONAMIDE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.333333333333333,1,3,4,0.428571428571429
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,floR,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL,TETRACYCLINE}","floR|tet(A)|aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.333333333333333,1,3,4,0.428571428571429
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,floR}","{AMINOGLYCOSIDE,BETA-LACTAM,PHENICOL}","aph(3')-Ia|blaTEM-1",0.333333333333333,1,3,1,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,glpT_E448K,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,SULFONAMIDE}","aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.333333333333333,1,3,3,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.333333333333333,1,3,9,0.571428571428571
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,glpT_E448K}","{AMINOGLYCOSIDE,BETA-LACTAM,FOSFOMYCIN}","aph(3')-Ia|blaTEM-1",0.333333333333333,1,3,1,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,sul2,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,SULFONAMIDE,TETRACYCLINE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.333333333333333,1,3,9,0.333333333333333
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,sul2}","{AMINOGLYCOSIDE,BETA-LACTAM,SULFONAMIDE}","aph(6)-Id|aph(3'')-Ib|sul2|blaTEM-1",0.333333333333333,1,3,3,0.4
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1,tet(A)}","{AMINOGLYCOSIDE,BETA-LACTAM,TETRACYCLINE}","blaTEM-1|sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.333333333333333,1,3,9,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,blaTEM-1}","{AMINOGLYCOSIDE,BETA-LACTAM}","aph(3')-Ia|blaTEM-1",0.333333333333333,1,3,1,0.333333333333333
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,dfrA36,floR,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL,TRIMETHOPRIM}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.666666666666667
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,dfrA36,floR,sul2}","{AMINOGLYCOSIDE,PHENICOL,SULFONAMIDE,TRIMETHOPRIM}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.333333333333333,1,3,17,0.571428571428571
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,dfrA36,floR,tet(A)}","{AMINOGLYCOSIDE,PHENICOL,TETRACYCLINE,TRIMETHOPRIM}","aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.333333333333333,1,3,2,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,dfrA36,floR}","{AMINOGLYCOSIDE,PHENICOL,TRIMETHOPRIM}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.6
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,dfrA36,glpT_E448K,sul2}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE,TRIMETHOPRIM}","sul2|aph(3'')-Ib",0.333333333333333,1,3,3,0.6
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,dfrA36,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,TETRACYCLINE,TRIMETHOPRIM}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.666666666666667
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,dfrA36,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN,TRIMETHOPRIM}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.6
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,dfrA36,sul2,tet(A)}","{AMINOGLYCOSIDE,SULFONAMIDE,TETRACYCLINE,TRIMETHOPRIM}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.333333333333333,1,3,21,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,dfrA36,sul2}","{AMINOGLYCOSIDE,SULFONAMIDE,TRIMETHOPRIM}","sul2|aph(3'')-Ib",0.333333333333333,1,3,3,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,dfrA36,tet(A)}","{AMINOGLYCOSIDE,TETRACYCLINE,TRIMETHOPRIM}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.6
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,dfrA36}","{AMINOGLYCOSIDE,TRIMETHOPRIM}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,floR,glpT_E448K,sul2}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.333333333333333,1,3,17,0.571428571428571
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,floR,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL,TETRACYCLINE}","aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.333333333333333,1,3,2,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,floR,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN,PHENICOL}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.6
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,floR,sul2,tet(A)}","{AMINOGLYCOSIDE,PHENICOL,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.333333333333333,1,3,17,0.333333333333333
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,floR,sul2}","{AMINOGLYCOSIDE,PHENICOL,SULFONAMIDE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.333333333333333,1,3,17,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,floR,tet(A)}","{AMINOGLYCOSIDE,PHENICOL,TETRACYCLINE}","aph(3'')-Ib|aph(6)-Id|tet(A)|floR",0.333333333333333,1,3,2,0.4
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,floR}","{AMINOGLYCOSIDE,PHENICOL}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,glpT_E448K,sul2,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.333333333333333,1,3,21,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,glpT_E448K,sul2}","{AMINOGLYCOSIDE,FOSFOMYCIN,SULFONAMIDE}","sul2|aph(3'')-Ib",0.333333333333333,1,3,3,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,glpT_E448K,tet(A)}","{AMINOGLYCOSIDE,FOSFOMYCIN,TETRACYCLINE}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.6
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,glpT_E448K}","{AMINOGLYCOSIDE,FOSFOMYCIN}","aph(3')-Ia|aph(6)-Id|aph(3'')-Ib",0.333333333333333,1,3,13,0.5
"NAHLN",2022,"{aph(3'')-Ib,aph(3')-Ia,sul2,tet(A)}","{AMINOGLYCOSIDE,SULFONAMIDE,TETRACYCLINE}","sul2|aph(3'')-Ib|aph(6)-Id|tet(A)",0.333333333333333,1,3,21,0.4
