"ID","GENUS","GROWTH","SPECIES","SEROTYPE","ISOLATE_ID","RECEIVED_DATE","PLATE","STATE","Month","Year","MEAT_TYPE","CUTS","SELLBY_DATE","ACQUISITION_DATE","RAISING_CLAIM","COUNTRY_OF_ORIGIN","AGENCY","SOURCE","HOST_SPECIES","SOURCE_SPECIES_INFO","BRAND","BRAND_NAME","ESTABLISHMENT_NUMBER","AMC_Sign","AMC","AMI_Sign","AMI","AMP_Sign","AMP","APR_Sign","APR","ATM_Sign","ATM","AXO_Sign","AXO","AZI_Sign","AZI","BAC_Sign","BAC","CAZ_Sign","CAZ","CEP_Sign","CEP","CHL_Sign","CHL","CIP_Sign","CIP","CLI_Sign","CLI","COT_Sign","COT","CTX_Sign","CTX","DAP_Sign","DAP","DOX_Sign","DOX","ERY_Sign","ERY","FEP_Sign","FEP","FFN_Sign","FFN","FIS_Sign","FIS","FOX_Sign","FOX","GEN_Sign","GEN","IMI_Sign","IMI","KAN_Sign","KAN","LIN_Sign","LIN","LZD_Sign","LZD","MER_Sign","MER","NAL_Sign","NAL","NIT_Sign","NIT","PEN_Sign","PEN","PTZ_Sign","PTZ","QDA_Sign","QDA","SMX_Sign","SMX","STR_Sign","Str","TEL_Sign","TEL","TET_Sign","TET","TGC_Sign","TGC","TIO_Sign","TIO","TYL_Sign","TYL","VAN_Sign","VAN","GENOTYPE","SRA_ACCESSION_NUMBER","BIOSAMPLE_ID","Aminoglycoside_Resist_Genes","Beta_lactam_Resist_Genes","Glycopeptide_Resist_Genes","Macrolide_Resist_Genes","QAC_Resist_Genes","Quinolone_Resist_Genes","Sulfonamide_Resist_Genes","Tetracycline_Resist_Genes","Trimethoprim_Resist_Genes","Phenicol_Resist_Genes","Other_Classes_Resist_Genes","CORRECTED_GENOTYPE"
"17TN01GB06","EC","YES","coli","","17TN01GB06-EC","4/12/2017","CMV4AGNF","TN",1,2017,"GB","","1/21/2017","1/20/2017","ANTIBIOTIC FREE","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","MU","PUBLIX GREENWISE / GREENWISE","NONE","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"=",32,"",NA,"",NA,"",NA,"",NA,"tet(A)","SRR8095699","SAMN10221199","","","","","","","","tet(A)","","",NA," tet(A) NA"
"17TN02GB06","EC","YES","coli","","17TN02GB06-EC","4/12/2017","CMV4AGNF","TN",2,2017,"GB","","3/3/2017","2/24/2017","ANTIBIOTIC FREE","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","DA","LAURA'S LEAN BEEF (LAURA'S BEEF) / LAURA'S LEAN (GROUND TURKEY)","85M","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,">",256,"=",2,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"sul2 tet(B)","SRR8095695","SAMN10221203","","","","","","","sul2","tet(B)","","",NA," sul2 tet(B) NA"
"17TN02GB08","EC","YES","coli","","17TN02GB08-EC","4/12/2017","CMV4AGNF","TN",2,2017,"GB","","2/27/2017","2/24/2017","","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","CZ","KROGER","244G","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",1,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095696","SAMN10221204","","","","","","","","","","",NA," NA"
"17TN03GB01","EC","YES","coli","","17TN03GB01-EC","4/26/2017","CMV4AGNF","TN",3,2017,"GB","","3/26/2017","3/24/2017","","domestic","FDA","Retail Ground Beef","Cattle","Beef Patties","FV","WALMART","244G","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095501","SAMN10221218","","","","","","","","","","",NA," NA"
"17TN03GB06","EC","YES","coli","","17TN03GB06-EC","4/12/2017","CMV4AGNF","TN",3,2017,"GB","","4/25/2017","3/24/2017","ANTIBIOTIC FREE","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","DA","LAURA'S LEAN BEEF (LAURA'S BEEF) / LAURA'S LEAN (GROUND TURKEY)","244G","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095311","SAMN10221208","","","","","","","","","","",NA," NA"
"17TN03GB10","EC","YES","coli","","17TN03GB10-EC","4/12/2017","CMV4AGNF","TN",3,2017,"GB","","3/22/2017","3/24/2017","ANTIBIOTIC FREE","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","DA","LAURA'S LEAN BEEF (LAURA'S BEEF) / LAURA'S LEAN (GROUND TURKEY)","244G","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",8,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095310","SAMN10221209","","","","","","","","","","",NA," NA"
"17TN05GB04","EC","YES","coli","","17TN05GB04-EC","6/8/2017","CMV4AGNF","TN",5,2017,"GB","","5/22/2017","5/19/2017","ANTIBIOTIC FREE","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","DA","LAURA'S LEAN BEEF (LAURA'S BEEF) / LAURA'S LEAN (GROUND TURKEY)","20983","=",2,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"tet(A)","SRR8095879","SAMN10221395","","","","","","","","tet(A)","","",NA," tet(A) NA"
"17TN08GB04","EC","YES","coli","","17TN08GB04-EC","9/15/2017","CMV4AGNF","TN",8,2017,"GB","","8/21/2017","8/18/2017","","domestic","FDA","Retail Ground Beef","Cattle","Beef Patties","FV","WALMART","244G","=",8,"",NA,">",32,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"=",32,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",16,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"blaTEM-1B","SRR8095843","SAMN10221470","","blaTEM-1B","","","","","","","","",NA," blaTEM-1B NA"
"17TN08GB08","EC","YES","coli","","17TN08GB08-EC","10/5/2017","CMV4AGNF","TN",8,2017,"GB","","8/21/2017","8/18/2017","","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","CO","INGLES","NONE","=",2,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095431","SAMN10221475","","","","","","","","","","",NA," NA"
"17TN09GB10","EC","YES","coli","","17TN09GB10-EC","10/5/2017","CMV4AGNF","TN",9,2017,"GB","","9/18/2017","9/15/2017","","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","NQ","PRIVATE SELECTION","244G","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"tet(B)","SRR8095673","SAMN10221477","","","","","","","","tet(B)","","",NA," tet(B) NA"
"17TN10GB06","EC","YES","coli","","17TN10GB06-EC","1/25/2018","CMV4AGNF","TN",10,2017,"GB","","10/22/2017","10/13/2017","ANTIBIOTIC FREE","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","UJ","SIMPLE TRUTH (NOT ORGNIC)","4215","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"<=",0.25,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095713","SAMN10221660","","","","","","","","","","",NA," NA"
"17TN10GB10","EC","YES","coli","","17TN10GB10-EC","1/25/2018","CMV4AGNF","TN",10,2017,"GB","","10/16/2017","10/13/2017","","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","CO","INGLES","NONE","=",2,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095712","SAMN10221661","","","","","","","","","","",NA," NA"
"17TN12GB06","EC","YES","coli","","17TN12GB06-EC","1/25/2018","CMV4AGNF","TN",12,2017,"GB","","12/16/2017","12/8/2017","","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","ACL","BLACK CANYON CATTLE COMPANY","262","=",2,"",NA,"<=",1,NA,NA,"",NA,"<=",0.25,"=",0.5,"",NA,"",NA,"",NA,"<=",2,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",1,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095709","SAMN10221664","","","","","","","","","","",NA," NA"
"17TX01GB03","EC","YES","coli","","17TX01GB03-EC","2/15/2017","CMV4AGNF","TX",1,2017,"GB","","1/24/2017","1/9/2017","","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","ADR","CAVINESS FARM FRESH REGIONAL BEEF","7282","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095584","SAMN10221228","","","","","","","","","","",NA," NA"
"17TX01GB07","EC","YES","coli","","17TX01GB07-EC","2/15/2017","CMV4AGNF","TX",1,2017,"GB","","1/22/2017","1/20/2017","","domestic","FDA","Retail Ground Beef","Cattle","Beef Patties","LD","TSD SALES AND DISTRIBUTION","244S","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"=",128,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,"",NA,"=",4,"",NA,"=",8,"",NA,"",NA,"",NA,"",NA,"","SRR8095583","SAMN10221229","","","","","","","","","","",NA," NA"
"17TX04GB04","EC","YES","coli","","17TX04GB04-EC","5/4/2017","CMV4AGNF","TX",4,2017,"GB","","4/17/2017","4/10/2017","ORGANIC","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","YS","SIMPLY NATURE – ALL NATURAL FOOD","8466","=",2,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095972","SAMN10221245","","","","","","","","","","",NA," NA"
"17TX06GB07","EC","YES","coli","","17TX06GB07-EC","6/28/2017","CMV4AGNF","TX",6,2017,"GB","","6/27/2017","6/17/2017","","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","ZL","JBS (JBS FOOD COMPANY, JBS USA)","267 K2","=",2,"",NA,"<=",1,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,"",NA,"",NA,"<=",2,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095454","SAMN10221407","","","","","","","","","","",NA," NA"
"17TX07GB09","EC","YES","coli","","17TX07GB09-EC","8/2/2017","CMV4AGNF","TX",7,2017,"GB","","7/30/2017","7/18/2017","","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","ZL","JBS (JBS FOOD COMPANY, JBS USA)","267","=",2,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095831","SAMN10221412","","","","","","","","","","",NA," NA"
"17TX09GB03","EC","YES","coli","","17TX09GB03-EC","10/11/2017","CMV4AGNF","TX",9,2017,"GB","","9/28/2017","9/9/2017","ANTIBIOTIC FREE AND ORGANIC","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","OJ","ORGANICS, O ORGANICS","46841","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",16,"=",0.25,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,">",32,"",NA,"",NA,"",NA,"",NA,"",NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"GyrA(S83L)","SRR8095457","SAMN10221521","","","","","","GyrA(S83L)","","","","",NA," GyrA(S83L) NA"
"17TX10GB07","EC","YES","coli","","17TX10GB07-EC","11/2/2017","CMV4AGNF","TX",10,2017,"GB","","10/24/2017","10/22/2017","","domestic","FDA","Retail Ground Beef","Cattle","Beef Patties","AFB","UPTOWN BUTCHER BLOCK","NONE","=",2,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",2,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095839","SAMN10221527","","","","","","","","","","",NA," NA"
"17TX11GB07","EC","YES","coli","","17TX11GB07-EC","11/21/2017","CMV4AGNF","TX",11,2017,"GB","","11/17/2017","11/13/2017","","domestic","FDA","Retail Ground Beef","Cattle","Ground Beef","LD","TSD SALES AND DISTRIBUTION","244S","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",2,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",16,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095619","SAMN10221535","","","","","","","","","","",NA," NA"
"17TX12GB03","EC","YES","coli","","17TX12GB03-EC","1/23/2018","CMV4AGNF","TX",12,2017,"GB","","","12/2/2017","","domestic","FDA","Retail Ground Beef","Cattle","Beef Patties","LD","TSD SALES AND DISTRIBUTION","244S","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",4,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"","SRR8095913","SAMN10221669","","","","","","","","","","",NA," NA"
"18CA01GB01","EC","YES","coli","","18CA01GB01","","CMV4AGNF","CA",1,2018,"GB","Ground beef","","","","","FDA","Retail Ground Beef","Cattle","","","","","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR9002358","SAMN11372832","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"18CA02GB01","EC","YES","coli","","18CA02GB01","","CMV4AGNF","CA",2,2018,"GB","Ground beef","","","","","FDA","Retail Ground Beef","Cattle","","","","","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR9002368","SAMN11372859","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"18CA08GB03","EC","YES","coli","","18CA08GB03","","CMV4AGNF","CA",8,2018,"GB","Ground beef","","","","","FDA","Retail Ground Beef","Cattle","","","","","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR9984570","SAMN12359829","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"18CA10GB03","EC","YES","coli","","18CA10GB03","","CMV4AGNF","CA",10,2018,"GB","Ground beef","","","","","FDA","Retail Ground Beef","Cattle","","","","","=",4,"",NA,"=",4,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR9984538","SAMN12359944","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"18CA12GB01UCD","EC","YES","coli","","18CA12GB01UCD","","CMV4AGNF","CA",12,2018,"GB","Ground beef","","","","","FDA","Retail Ground Beef","Cattle","","","","","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR9984528","SAMN12360037","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"18CA12GB04UCD","EC","YES","coli","","18CA12GB04UCD","","CMV4AGNF","CA",12,2018,"GB","Ground beef","","","","","FDA","Retail Ground Beef","Cattle","","","","","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",4,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR9984523","SAMN12360038","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"18CO02GB07","EC","YES","coli","","18CO02GB07","3/25/2020","CMV4AGNF","CO",2,2018,"GB","Ground beef","2/25/2018","2/23/2018","NONE","US","FDA","Retail Ground Beef","Cattle","Ground Beef","UM","",NA,"=",8,"",NA,">",32,NA,NA,"",NA,"<=",0.25,"=",8,"",NA,"",NA,"",NA,">",32,"<=",0.015,"",NA,"=",0.25,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,">",256,"=",4,"=",0.5,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",32,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"ant(3``)-Ia blaTEM-1B catA1 mdf(A) sul1 tet(B)","SRR9002308","SAMN11372943","ant(3``)-Ia","blaTEM-1B","","mdf(A)","","","sul1","tet(B)","","catA1",NA,"ant(3``)-Ia blaTEM-1B  mdf(A) sul1 tet(B) catA1 NA"
"18CO05GB01","EC","YES","coli","","18CO05GB01","12/10/2018","CMV4AGNF","CO",5,2018,"GB","Ground beef","5/5/2018","5/4/2018","NONE","(NONE LISTED)","FDA","Retail Ground Beef","Cattle","GB-GROUND","EO","SAFEWAY","N/A","<=",1,"",NA,"<=",1,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,">",256,"=",2,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",16,"",NA,">",32,"",NA,"",NA,"",NA,"",NA,"ant(3``)-Ia mdf(A) sul1 tet(B)","SRR9984946","SAMN12359716","ant(3``)-Ia","","","mdf(A)","","","sul1","tet(B)","","",NA,"ant(3``)-Ia  mdf(A) sul1 tet(B) NA"
"18CO06GB09","EC","YES","coli","","18CO06GB09","8/28/2018","CMV4AGNF","CO",6,2018,"GB","Ground beef","6/14/2018","6/15/2018","NONE","USA","FDA","Retail Ground Beef","Cattle","GB-GROUND","OX","ALL NATURAL","85M","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",2,"",NA,"",NA,"",NA,"=",4,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR9984580","SAMN12359799","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"18CO08GB03","EC","YES","coli","","18CO08GB03","10/10/2018","CMV4AGNF","CO",8,2018,"GB","Ground Beef- Patties","8/8/2018","8/3/2018","NONE","USA","FDA","Retail Ground Beef","Cattle","GB-PATTIES","IR","WALMART","EST 244S","=",2,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",2,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR9984793","SAMN12359911","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
"18CO11GB03","EC","YES","coli","","18CO11GB03","12/19/2018","CMV4AGNF","CO",11,2018,"GB","Ground beef","11/22/2018","11/13/2018","NONE","","FDA","Retail Ground Beef","Cattle","GB-GROUND","OX","ALL NATURAL","EST 85M","=",4,"",NA,"=",2,NA,NA,"",NA,"<=",0.25,"=",4,"",NA,"",NA,"",NA,"=",8,"<=",0.015,"",NA,"<=",0.125,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,"<=",16,"=",4,"=",1,"",NA,"",NA,"",NA,"",NA,"<=",0.06,"=",1,"",NA,"",NA,"",NA,"",NA,"",NA,"=",8,"",NA,"<=",4,"",NA,"",NA,"",NA,"",NA,"mdf(A)","SRR9852801","SAMN12359610","","","","mdf(A)","","","","","","",NA," mdf(A) NA"
