"ID","Year","LINCOSAMIDE","PHENICOL","PLEUROMUTILIN","AMINOGLYCOSIDE","BETA-LACTAM","FOLATE-PATHWAY-INHIBITOR","MACROLIDE","QUINOLONE","TETRACYCLINE"
"CO80526PPY40118",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40119",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40120",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40121",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40122",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40123",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40124",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40125",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40126",2021,NA,NA,NA,1,0,0,NA,NA,0
"CO80526PPY40127",2021,NA,NA,NA,1,0,0,NA,NA,0
"CO80526PPY40128",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40129",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40130",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40131",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40132",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40133",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40134",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40135",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40136",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40137",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40138",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40139",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40140",2021,NA,NA,NA,0,1,0,NA,NA,0
"CO80526PPY40141",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40142",2021,NA,NA,NA,1,1,0,NA,NA,0
"CO80526PPY40143",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40144",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40145",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40146",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40147",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40170",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40171",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40172",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40173",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40226",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40227",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40228",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY40229",2021,NA,NA,NA,0,1,0,NA,NA,0
"CO80526PPY40230",2021,NA,NA,NA,0,1,0,NA,NA,0
"CO80526PPY40231",2021,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50240",2022,NA,NA,NA,1,0,0,NA,NA,0
"CO80526PPY50241",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50242",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50243",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50244",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50245",2022,NA,NA,NA,0,1,0,NA,NA,0
"CO80526PPY50246",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50247",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50248",2022,NA,NA,NA,1,0,0,NA,NA,0
"CO80526PPY50249",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50250",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50251",2022,NA,NA,NA,0,1,0,NA,NA,0
"CO80526PPY50252",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50253",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50254",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50255",2022,NA,NA,NA,0,1,0,NA,NA,0
"CO80526PPY50256",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50257",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50258",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50259",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50261",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50262",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50263",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50264",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50265",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50266",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50268",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50269",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50272",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50274",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50275",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50321",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50323",2022,NA,NA,NA,0,0,0,NA,NA,0
"CO80526PPY50325",2022,NA,NA,NA,0,0,0,NA,NA,0
"FL34741PPY20066",2019,NA,NA,NA,0,0,0,NA,NA,0
"FL34741PPY30070",2020,NA,NA,NA,0,0,0,NA,NA,NA
"FL34741PPY40001",2021,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY10161",2018,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY10162",2018,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY10163",2018,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY10164",2018,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY20341",2019,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY20342",2019,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY20343",2019,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY30359",2020,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY30381",2020,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY30382",2020,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY30383",2020,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY30384",2020,NA,NA,NA,1,1,0,NA,NA,NA
"GA30602PPY30385",2020,NA,NA,NA,0,1,0,NA,NA,NA
"GA30602PPY30386",2020,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY30387",2020,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY30388",2020,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY40381",2021,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY40382",2021,NA,NA,NA,1,1,0,NA,NA,NA
"GA30602PPY40383",2021,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY40384",2021,NA,NA,NA,0,0,0,NA,NA,NA
"GA30602PPY40385",2021,NA,NA,NA,0,0,0,NA,NA,NA
"IA50014PPY30001",2020,NA,NA,NA,1,0,0,NA,NA,0
"IA50014PPY30008",2020,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY30009",2020,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY30010",2020,NA,NA,NA,0,1,0,NA,NA,0
"IA50014PPY30020",2020,NA,NA,NA,0,1,0,NA,NA,0
"IA50014PPY30021",2020,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY30022",2020,NA,NA,NA,1,1,0,NA,NA,0
"IA50014PPY30029",2020,NA,NA,NA,1,0,0,NA,NA,0
"IA50014PPY30030",2020,NA,NA,NA,0,1,0,NA,NA,0
"IA50014PPY30036",2021,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY40001",2021,NA,NA,NA,0,1,0,NA,NA,0
"IA50014PPY40003",2021,NA,NA,NA,0,1,0,NA,NA,0
"IA50014PPY40007",2021,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY40010",2021,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY40013",2021,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY40016",2021,NA,NA,NA,0,1,0,NA,NA,0
"IA50014PPY40019",2021,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY40022",2021,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY40025",2021,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY40028",2021,NA,NA,NA,0,1,0,NA,NA,0
"IA50014PPY40031",2022,NA,NA,NA,0,1,0,NA,NA,0
"IA50014PPY40034",2022,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY50001",2022,NA,NA,NA,1,1,0,NA,NA,0
"IA50014PPY50002",2022,NA,NA,NA,0,1,0,NA,NA,0
"IA50014PPY50003",2022,NA,NA,NA,0,1,0,NA,NA,0
"IA50014PPY50004",2022,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY50005",2022,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY50016",2022,NA,NA,NA,0,1,0,NA,NA,0
"IA50014PPY50017",2022,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY50018",2022,NA,NA,NA,0,0,0,NA,NA,0
"IA50014PPY50019",2022,NA,NA,NA,0,1,0,NA,NA,0
"IA50014PPY50020",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY40001",2021,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY40004",2021,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY40012",2021,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY40028",2021,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY40069",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY40102",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY40103",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY40104",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY40111",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY40114",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY40130",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50018",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50021",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50030",2022,NA,NA,NA,0,1,0,NA,NA,0
"IL61802PPY50031",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50034",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50045",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50057",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50058",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50075",2022,NA,NA,NA,0,1,0,NA,NA,0
"IL61802PPY50078",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50095",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50105",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50106",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50118",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50132",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50134",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50177",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50194",2022,NA,NA,NA,0,0,0,NA,NA,0
"IL61802PPY50254",2022,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY10016",2018,NA,NA,NA,0,0,0,NA,NA,NA
"IN47907PPY10022",2018,NA,NA,NA,1,1,0,NA,NA,NA
"IN47907PPY10033",2018,NA,NA,NA,1,0,0,NA,NA,NA
"IN47907PPY10036",2018,NA,NA,NA,0,0,0,NA,NA,NA
"IN47907PPY10037",2018,NA,NA,NA,0,0,0,NA,NA,NA
"IN47907PPY10038",2018,NA,NA,NA,0,0,0,NA,NA,NA
"IN47907PPY10052",2018,NA,NA,NA,0,0,0,NA,NA,NA
"IN47907PPY10066",2018,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY10163",2018,NA,NA,NA,1,0,0,NA,NA,0
"IN47907PPY10236",2018,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY10239",2018,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY10246",2018,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY10254",2018,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY10256",2018,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY10265",2018,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY10266",2018,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY10270",2018,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY10277",2018,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY10284",2018,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY10292",2019,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY20361",2019,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY20383",2019,NA,NA,NA,1,0,0,NA,NA,0
"IN47907PPY20410",2019,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY20445",2019,NA,NA,NA,1,0,0,NA,NA,0
"IN47907PPY20446",2019,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY20508",2019,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY20509",2019,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY20531",2019,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY20532",2019,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY20533",2019,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY20581",2019,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY20582",2019,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY20583",2019,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY30032",2020,NA,NA,NA,1,0,0,NA,NA,0
"IN47907PPY30033",2020,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY30056",2020,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY30074",2020,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY30075",2020,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY30109",2020,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY30130",2020,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY30131",2020,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY30132",2020,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY30133",2020,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY30160",2020,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY30161",2020,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY30162",2020,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY30163",2020,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY30164",2020,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY30192",2020,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY30213",2020,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY30214",2020,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY30215",2020,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY30240",2020,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY30241",2020,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY30261",2020,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY30262",2020,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY40001",2021,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY40002",2021,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY40031",2021,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY40032",2021,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY40050",2021,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY40068",2021,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY40069",2021,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY40089",2021,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY40109",2021,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY40154",2021,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY40155",2021,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY40173",2021,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY40174",2021,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY40214",2021,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY40215",2021,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY50001",2022,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY50002",2022,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY50033",2022,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY50052",2022,NA,NA,NA,1,1,0,NA,NA,0
"IN47907PPY50053",2022,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY50054",2022,NA,NA,NA,0,0,0,NA,NA,0
"IN47907PPY50075",2022,NA,NA,NA,0,1,0,NA,NA,0
"IN47907PPY50117",2022,NA,NA,NA,1,1,0,NA,NA,0
"IN47909PPY50135",2022,NA,NA,NA,1,1,0,NA,NA,0
"IN47909PPY50136",2022,NA,NA,NA,0,0,0,NA,NA,0
"IN47909PPY50137",2022,NA,NA,NA,0,0,0,NA,NA,0
"IN47909PPY50160",2022,NA,NA,NA,0,1,0,NA,NA,0
"IN47909PPY50161",2022,NA,NA,NA,0,0,0,NA,NA,0
"IN47909PPY50212",2022,NA,NA,NA,0,0,0,NA,NA,0
"KS66506PPY20083",2019,NA,NA,NA,0,0,0,NA,NA,NA
"KS66506PPY40143",2021,NA,NA,NA,0,0,0,NA,NA,0
"KS66506PPY50090",2022,NA,NA,NA,0,0,0,NA,NA,0
"KS66506PPY50092",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY10001",2018,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY10013",2018,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY10014",2018,NA,NA,NA,0,1,0,NA,NA,NA
"KY40511PPY10059",2018,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY10114",2018,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY10153",2018,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY10154",2018,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY10161",2018,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY10162",2018,NA,NA,NA,1,1,0,NA,NA,NA
"KY40511PPY10169",2018,NA,NA,NA,1,1,0,NA,NA,NA
"KY40511PPY10170",2018,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY10179",2018,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY10182",2018,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY10188",2018,NA,NA,NA,0,1,0,NA,NA,NA
"KY40511PPY10192",2018,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY10195",2018,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY20002",2019,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY20004",2019,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY20019",2019,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY20020",2019,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY20021",2019,NA,NA,NA,0,0,0,NA,NA,NA
"KY40511PPY20022",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20023",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20027",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20028",2019,NA,NA,NA,1,0,0,NA,NA,0
"KY40511PPY20029",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20030",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20031",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20056",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20057",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20058",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20068",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20069",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20070",2019,NA,NA,NA,1,1,0,NA,NA,0
"KY40511PPY20071",2019,NA,NA,NA,0,1,0,NA,NA,0
"KY40511PPY20072",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20073",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20074",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20075",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20078",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20079",2019,NA,NA,NA,0,1,0,NA,NA,0
"KY40511PPY20101",2019,NA,NA,NA,1,0,0,NA,NA,0
"KY40511PPY20116",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20117",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20118",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20119",2019,NA,NA,NA,0,1,0,NA,NA,0
"KY40511PPY20151",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20152",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20172",2019,NA,NA,NA,1,0,0,NA,NA,0
"KY40511PPY20174",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20184",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20185",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20194",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20204",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20205",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20206",2019,NA,NA,NA,0,1,0,NA,NA,0
"KY40511PPY20228",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20229",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20230",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20231",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20242",2019,NA,NA,NA,0,1,0,NA,NA,0
"KY40511PPY20243",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20244",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20245",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20246",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20247",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20248",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20249",2019,NA,NA,NA,0,1,0,NA,NA,0
"KY40511PPY20250",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20268",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20269",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20270",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20271",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20272",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20273",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20274",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20288",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20289",2019,NA,NA,NA,0,1,0,NA,NA,0
"KY40511PPY20307",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY20308",2019,NA,NA,NA,1,1,0,NA,NA,0
"KY40511PPY20309",2019,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30005",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30037",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30043",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30044",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30046",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30064",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30065",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30072",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30079",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30080",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30081",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30089",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30090",2020,NA,NA,NA,1,1,0,NA,NA,0
"KY40511PPY30091",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30098",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY30167",2020,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40021",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40038",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40039",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40045",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40056",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40060",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40069",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40103",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40104",2021,NA,NA,NA,1,1,0,NA,NA,0
"KY40511PPY40123",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40127",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40172",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40193",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40208",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40210",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY40211",2021,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY50002",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY50017",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY50036",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY50037",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY50042",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY50095",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY40511PPY50097",2022,NA,NA,NA,0,0,0,NA,NA,0
"KY42240PPY30001",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30004",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30007",2020,NA,NA,NA,0,0,0,NA,NA,NA
"KY42240PPY30009",2020,NA,NA,NA,0,0,0,NA,NA,NA
